id,name,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,vat,branch,country_id,phone,mobile,fax,email,website,category_id,comment,shipper_ids,property_payment_term,user_id
res_partner_cust_75,ร้าน แสงประภา,,,TRUE,TRUE,FALSE,,Default,FALSE,55/121 หมู่ 2 ถ.สุทธิสารวินิจฉัย ซ.พอจิต ,แขวงห้วยขวาง   เขตห้วยขวาง,10310,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-612-6042,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_76,ร้าน สมชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,322/337-8 ซ.อยู่เจริญ,แขวงดินแดง  เขตดินแดง,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_77,ร้าน สมัยรุ่งเรือง,,,TRUE,TRUE,FALSE,,Default,FALSE,61/5 ม.4 ถ.สุขาภิบาล5 ,แขวงท่าแร้ง  เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-552-8696,083-010-3974,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_78,ร้าน สมศักดิ์,,,TRUE,TRUE,FALSE,,Default,FALSE,146 ซ.สุภาพงษ์ 1 ถ. ศรีนครินทร์ ,แขวงประเวศ   เขตประเวศ,10250,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_79,ร้าน ส.รุ่งเรือง,,,TRUE,TRUE,FALSE,,Default,FALSE,86-88 ถ.นวมินทร์,แขวงคลองจั่น  เขตลาดพร้าว,10230,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-377-0815,089-118-0815,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_80,ร้าน สหชัยโรจน์,,,TRUE,TRUE,FALSE,,Default,FALSE,50/7-8 ซ.สุขุมวิท42 ถ.พระราม4 ,แขวงคลองเตย   เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_81,ห้าง สัมพันธ์,,,TRUE,TRUE,FALSE,,Default,FALSE,61/178 ซ.ทวีมิตร 7 ถ.พระราม9 ,แขวงห้วยขวาง   เขตห้วยขวาง,10310,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_82,ร้าน สินอนันต์,,,TRUE,TRUE,FALSE,,Default,FALSE,2350/10 ถ.เจริญกรุง ,แขวบางคอแหลม  เขตบางคอแหลม,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-291-1337,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_83,คุณ สุพิศ  วังศิริทักษ์,,,TRUE,TRUE,FALSE,,Default,FALSE,501/4 ถ.นางลิ้นจี่ ,แขวงช่องนนทรี  เขตยานนาวา,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_84,ร้าน สุรชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,4236/123 ซ.ตรอกนอกเขต ,แขวงบางโคล่  เขตบางคอแหลม,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-550-5139,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_85,หจก. เหรียญทองซูปเปอร์บิ๊ก,,,TRUE,TRUE,FALSE,,Default,FALSE,123 ซ.โกสุมรวมใจ5 ,แขวงดอนเมือง  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-981-0603,081-844-3775,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_86,ร้าน หยิมฮะฮวด,,,TRUE,TRUE,FALSE,,Default,FALSE,516  ถ.เทิดไท,แขวงบางยี่เรือ  เขตธนบุรี,10600,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-466-2517,082-350-5054,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_87,ร้าน ศูนย์การค้าดาวคนอง ซูปเปอร์,,,TRUE,TRUE,FALSE,,Default,FALSE,1138-1138/1 ,แขวงดาวคนอง   เขตธนบุรี,10600,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_88,ร้าน กิมคลองตัน,,,TRUE,TRUE,FALSE,,Default,FALSE,1551 ถ.รามคำแหง ,แขวงคลองตัน  เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-281-9741,080-448-7552,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_89,ร้าน อุดมทรัพย์,,,TRUE,TRUE,FALSE,,Default,FALSE,207/86 ถ.รังสิต-งามวงศ์วาน ,แขวงทุ่งสองห้อง  เขตหลักสี่,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-849-7728,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_90,ร้าน อุดมวิทย์,,,TRUE,TRUE,FALSE,,Default,FALSE,449/43 ซ.ประวิทย์(อุดมสุข51) ,แขวงบางจาก  เขตพระโขนง,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-729-7544,081-643-5157,02-398-7968,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_91,ร้าน เฮียลักษณ์สโตร์,,,TRUE,TRUE,FALSE,,Default,FALSE,27-27/1 ถ.ลาดพร้าว 80 แยก 2 ,แขวงวังทองหลาง  เขตวังทองหลาง,10310,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-933-9700,089-142-4128,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_92,ร้าน เฮงเลี้ยงเฮง,,,TRUE,TRUE,FALSE,,Default,FALSE,27/34 ซ.2 ตลาดคลองเตย ถ.สุนทรโกษา ,แขวงคลองเตย  เขตคลองเตย ,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-240-2732,081-830-0025,02-2492765,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_93,ร้าน ฮะหลี,,,TRUE,TRUE,FALSE,,Default,FALSE,2 ซ.สุขุมวิท62 ,แขวงบางจาก  เขตพระโขนง,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-331-7680,087-993-9199,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_94,บริษัท เฮงรุ่ง จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,288 ถ. เจริญพัฒนา ,แขวงบางชัน  เขตคลองสามวา,10510,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-518-2884-5,086-902-3888,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_95,บริษัท วีรโชค  จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,1062/3-5 ซ.อาคารสงเคราะห์1 ถ.สวนพลู ,แขวงทุ่งมหาเมฆ  เขตสาทร,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-213-1350,081-547-3453,02-286-6648,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_96,ร้าน เฮียตี๋,,,TRUE,TRUE,FALSE,,Default,FALSE,5 ซ.อ่อนนุช22 ถ.สุขุมวิท77 ,แขวงพระโขนง  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-332-1252,085-114-1477,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_97,ร้าน เฮียอ้วน,,,TRUE,TRUE,FALSE,,Default,FALSE,586/1 ประชาสงเคราะห์ 4 ถ.ประชาสงเคราะห์,แขวงดินแดง  เขตดินแดง,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_98,ร้าน เฮียใจ๋,,,TRUE,TRUE,FALSE,,Default,FALSE,9/438 โชคชัย4 ซ.50 ,แขวงลาดพร้าว   เขตลาดพร้าว,10230,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-931-4201,086-622-5318,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_99,ร้าน กุ้งช็อบ,,,TRUE,TRUE,FALSE,,Default,FALSE,96 ถ.ลาดปลาเค้า ,แขวงอนุสาวรีย์  เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-297-7745,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_100,บริษัท กิติภูนผล  จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,8/3 ถ.สุขุมวิท55 ,แขวงคลองตันเหนือ  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-391-7628,081-921-3075,02-3912169,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_101,ร้าน กิตติวัฒน์พานิช,,,TRUE,TRUE,FALSE,,Default,FALSE,495/2 ถ.สาธุประดิษฐ์,แขวงช่องนนทรี  เขตยานนาวา,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,086-568-1213,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_102,ร้าน กิตติศักดิ์,,,TRUE,TRUE,FALSE,,Default,FALSE,27-27/1 ถ.ลาดพร้าวซอย 80 แยก 2 ,แขวงวังทองหลาง  เขตวังทองหลาง,10310,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-933-9700,089-142-4128,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_103,ร้าน กนก,,,TRUE,TRUE,FALSE,,Default,FALSE,12/54 ซ.ชินเขต2/24 ถ.งามวงศ์วาน ,แขวงทุ่งสองห้อง  เขตหลักสี่,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-954-1850,081-442-7587,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_104,ร้าน เกษตรพร,,,TRUE,TRUE,FALSE,,Default,FALSE,2137/3 ตลาดอมรพันธ์ ,แขวงลาดยาว  เขตจตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-941-1745,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_105,ร้าน เกียรติพูนสิน,,,TRUE,TRUE,FALSE,,Default,FALSE,1091/13 ซ.จารุรัตน์ ถ.เพชรบุรีตัดใหม่ ,แขวงราชเทวี  เขตราชเทวี,10400,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_106,ร้าน กมลชื่น น้ำแข็ง,,,TRUE,TRUE,FALSE,,Default,FALSE,46/2 ถ.ลาดปลาเค้า,แขวงอนุสาวรีย์  เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-522-2238,089-814-5243,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_107,ร้าน กิจไพศาล,,,TRUE,TRUE,FALSE,,Default,FALSE,1046-1048 ซ.แสงทิพย์ ถ.สุขุมวิท ,แขวงพระโขนง  เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-391-5016,089-152-4682,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_108,ร้าน เกรียงไกร,,,TRUE,TRUE,FALSE,,Default,FALSE,2721/2 ถ.พระราม 4,แขวงคลองเตย  เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-259-9394-6,089-076-7245,02-259-9394,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_109,ร้าน โกดังข้าวสาร,,,TRUE,TRUE,FALSE,,Default,FALSE,53/11 หมู่ 7 ซ.วัดเกาะ ถ.พหลโยธิน 54/1 แยก 4,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,085-344-2195,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_110,ร้าน โกอี๊ด,,,TRUE,TRUE,FALSE,,Default,FALSE,26/31 ม.2 ถ.พหลโยธิน54/1 ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-531-4830,087-597-6757,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_111,ร้าน แฮ่เคี่ยงกี่,,,TRUE,TRUE,FALSE,,Default,FALSE,1821/1 ถ.สุขุมวิท ตลาดพระโขนง,แขวงพระโขนง  เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-392-5112,081-306-6587,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_112,หจก. ไฟว แคร็บ,,,TRUE,TRUE,FALSE,,Default,FALSE,57 ถ.สว่าง มหาพฤฒาราม ,แขวงมหาพฤฒาราม  เขตบางรัก,10500,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-266-3686,085-912-9551,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_113,ร้าน เจริญพานิช,,,TRUE,TRUE,FALSE,,Default,FALSE,35 ถ.สุขุมวิท57 ,แขวงคลองตันเหนือ  เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-391-3060,084-364-0295,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_114,ร้าน เจริญพานิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,363/184 ซ.พหลโยธิน52 ถ.พหลโยธิน ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-521-3643,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_115,ร้าน จ.รุ่งเรือง,,,TRUE,TRUE,FALSE,,Default,FALSE,2/33-34 ซ.โรงหนังอุดมสุข ตลาดอุดมสุข ,แขวงบางนา  เขตบางนา,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,082-701-9185,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_116,ร้าน เจษฎา,,,TRUE,TRUE,FALSE,,Default,FALSE,12/21 ถ.พหลโยธิน48 ,แขวงอนุสาวรีย์  เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-521-7675,086-332-1021,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_117,ร้าน เจี๊ยบ,,,TRUE,TRUE,FALSE,,Default,FALSE,41/3 ถ.วิภาวดีรังสิต ซ.วิภาวดีรังสิต16/9 ,แขวงจอมพล  เขตจักตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-691-4864,081-933-8249,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_118,ร้าน ชัยพาณิชย์(เจ๊ม้อ),,,TRUE,TRUE,FALSE,,Default,FALSE,201/15 ถ.พหลโยธิน54/1 ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-974-8008,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_119,ร้าน เจ๊จู,,,TRUE,TRUE,FALSE,,Default,FALSE,10/25 ม.2 ถ.พหลโยธิน54/1 ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-974-9046,081-874-4902,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_120,ร้าน ชนิดาพร,,,TRUE,TRUE,FALSE,,Default,FALSE,477 ถ.สุทธิสาร ,แขวงห้วยขวาง   เขตห้วยขวาง,10310,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_121,คุณ ชัดชัย ถนอมสุขสินชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,159/48 ซ.ปลูกจิตต์ ,แขวงลุมพินี  เขตปทุมวัน,10330,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_122,ร้าน เซ่งเล้ง,,,TRUE,TRUE,FALSE,,Default,FALSE,499/29-30-31-32 ซ.เพิ่มสิน8 ถ.เพิ่มสิน ,แขวงคลองถนน  เขตสายไหม,1220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-974-7410,084-219-4755,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_123,ร้าน ดารัตน์(เฮียตุ๊),,,TRUE,TRUE,FALSE,,Default,FALSE,2717/3 ถ.พระราม4 ,แขวงคลองเตย  เขตคลองเตย ,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-260-5399,087-321-4230,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_124,ร้าน ต.เจริญ,,,TRUE,TRUE,FALSE,,Default,FALSE,99/106 ตลาดประชานิเวศน์1 ,แขวงลาดยาว  เขตจตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-954-2740,081-354-9629,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_125,ร้าน ต.เมืองทอง,,,TRUE,TRUE,FALSE,,Default,FALSE,161 ถ.อ่อนนุช,แขวงประเวศ   เขตประเวศ,10250,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-721-6270,081-207-3686,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_126,หจก. ตั้งซุนหลี,,,TRUE,TRUE,FALSE,,Default,FALSE,141/9 หมู่ 4 ถ. รามอินทรา ,แขวงอนุสาวรีย์ เขตบางเขน,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-970-8224-5,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_127,ร้าน ตั้งง่วนกี่,,,TRUE,TRUE,FALSE,,Default,FALSE,156 ถ.สันติภาพ ,แขวงป้อมปราบศตรูพ่าย  เขตป้อมปราบฯ,10100,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_128,ร้าน ตุ๊กตา,,,TRUE,TRUE,FALSE,,Default,FALSE,31/103 ถ.งามวงศ์วาน ,แขวงทุ่งสองห้อง  เขตหลักสี่,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-255-8173,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_129,คุณ ทัศนัย,,,TRUE,TRUE,FALSE,,Default,FALSE,184 ถ.พระราม 4,แขวงคลองเตย เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,หน้าร้าน,,,,,Traditional Trade,,Company Car,Cash,ยุวดี ลิ่มอักษรกุล
res_partner_cust_130,ร้าน ไทยพาณิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,35 ถ.สุขุมวิท 57,แขวงพระโขนง   เขตพระโขนง,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-391-3060,084-364-0295,02-391-2443,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_131,ร้าน ทรัพย์เพิ่มพูน,,,TRUE,TRUE,FALSE,,Default,FALSE,2137/13-15 ตลาดอมรพันธ์ (ม.เกษตร) ,แขวงลาดยาว  เขตจตุจักร,10900,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-579-3027,081-130-7616,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_132,ร้าน ทวีชัย,,,TRUE,TRUE,FALSE,,Default,FALSE,1056/7 ถ.จันทร์ ซ.วัดไผ่เงิน ,แขวงบางโคล่  เขตบางคอแหลม,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-211-2500,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_133,ร้าน นงลักษณ์,,,TRUE,TRUE,FALSE,,Default,FALSE,58-60 ซ.ปรีดีพนมยงค์26 สุขุมวิท71 ,แขวงคลองตันเหนือ เขตวัฒนา,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-711-1962,081-641-2748,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_134,ร้าน นัฐนัน,,,TRUE,TRUE,FALSE,,Default,FALSE,201/48 ซ.วัดเกาะ ,แขวงคลองถนน  เขตสายไหม,10220,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-974-8571,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_135,ร้าน น้องรัก,,,TRUE,TRUE,FALSE,,Default,FALSE,103 ซ.สรณคมน์2 ถ.สรงประภา ,แขวงสีกัน  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-929-7028,,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_136,ร้าน น้ำฝน,,,TRUE,TRUE,FALSE,,Default,FALSE,252/15 ซ.2/1 ถ.สุขุมวิท 77 ,แขวงพระโขนง  เขตคลองเตย,10110,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-311-2085,086-345-0020,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_137,ร้าน บัญฑิตา,,,TRUE,TRUE,FALSE,,Default,FALSE,50/613 ถ.สุขุมวิท105 ซ.ลาซาล35-37 ,แขวงบางนา  เขตบางนา,10260,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,083-983-9226,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_138,บริษัท บางบอน ซูปเปอร์เซ็นเตอร์ จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,97 ถ.บางบอน  1 ,แขวงบางบอน  เขตบางบอน,10150,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,083-303-7888,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_139,หจก. บางบอนค้าส่ง,,,TRUE,TRUE,FALSE,,Default,FALSE,100/61 หมู่ 6 ถ.บางขุนเทียน-ชายทะเล,แขวงแสมดำ  เขตบางขุนเทียน,10150,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,,081-692-6155,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_140,ร้าน บุญสิทธ์,,,TRUE,TRUE,FALSE,,Default,FALSE,67/77 ซ.อมร ถ.เชื้อเพลิง ,แขวงช่องนนทรี  เขตยานนาวา,10120,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-240-1163,081-445-8206,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_141,ร้าน เบลล์,,,TRUE,TRUE,FALSE,,Default,FALSE,98/7 ตลาดวัดตะกล่ำ ซ.เฉลิมพระเกียรติ24 ,แขวงหนองบอน  เขตประเวศ,10250,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-398-7539,,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_142,ร้าน ชัช,,,TRUE,TRUE,FALSE,,Default,FALSE,167 ซ.ปลูกจิต ถ.พระราม 4,แขวงลุมพินี  เขตปทุมวัน,10330,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-250-0945,086-097-9689,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_143,บริษัท บีบี ซุปเปอร์สโตร์  จำกัด,,,TRUE,TRUE,FALSE,,Default,FALSE,10/8 ซ.เอกชัย131 ถ.พรมแดน,แขวงบางบอน  เขตบางขุนเทียน,10150,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-892-2858,086-392-2907,,,,Traditional Trade,,Company Car,Cash,สาโรจน์  สภาสกุลวนิช
res_partner_cust_144,หจก.หาญประภาเจริญกิจ,,,TRUE,TRUE,FALSE,,Default,FALSE,235/101 หมู่ 3 ถ.สรณคมณ์,แขวงสีกัน  เขตดอนเมือง,10210,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-566-3304,081-641-0119,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
res_partner_cust_145,ร้านบัญชาพานิชย์,,,TRUE,TRUE,FALSE,,Default,FALSE,107/20-21 ซ.วัดดงมูลเหล็ก ถ.อิสรภาพ 39,แขวงบ้านช่างหล่อ  เขตบางกอกน้อย,10700,กรุงเทพฯ,,สำนักงานใหญ่,Thailand,02-866-7009,081-611-4778,,,,Traditional Trade,,Company Car,Cash,ศักดิ์ชาย พิทักษ์วงษ์
